,Text,Link de la noticia
,,https://elpitazo.net/occidente/habitantes-de-cardonal-sur-en-maracaibo-llevan-20-dias-sin-recibir-agua-potable/
,,https://www.rafaelramirez.net/articulos/la-junta-patriotica-una-discusion-necesaria/
,,https://www.noticias24.com/venezuela/noticia/355144/corpoelec-reporto-fallas-electricas-en-zonas-de-caracas-y-miranda/
,,https://elpitazo.net/regiones/falla-en-subestacion-el-tigre-provoco-apagon-en-sur-de-anzoategui/
,,https://tanetanae.com/el-fantasma-de-los-apagones-merodea-por-tucupita/
,,https://twitter.com/MonitorCiudad_/status/1131621550136995840
,,https://twitter.com/MonitorCiudad_/status/1131601880025636865
,,https://www.ivoox.com/avance-el-pitazo-11-55-am-jueves-23-de-audios-mp3_rf_36271675_1.html
,,https://elpitazo.net/los-llanos/denuncian-discriminacion-en-distribucion-de-agua-con-camiones-cisternas-en-san-carlos/
,,http://elorientaldemonagas.com/alcaldia-de-cedeno-inicio-instalacion-de-bomba-de-450-hp-en-acueducto-de-caicara/
,,https://twitter.com/LizGascon/status/1131382844713000960
,,https://twitter.com/CronicaUno/status/1131618061394599936
,,https://informe21.com/actualidad/falla-electrica-deja-sin-servicio-electrica-la-linea-2-del-metro-de-caracas
,,https://informe21.com/actualidad/el-zulia-amanece-a-oscuras-con-un-nuevo-apagon
,,http://cronica.uno/la-falta-de-agua-potable-amenaza-la-vida-de-172-pacientes-renales-en-aragua/
,,
,,http://caraotalibre.cf/regionales/barquisimeto-se-quedara-sin-agua-por-24-horas/
,,https://diariodelosandes.com/site/falta-de-gas-enardecio-a-los-habitantes-de-la-calle-16/
,,https://diariodelosandes.com/site/falta-de-gas-enardecio-a-los-habitantes-de-la-calle-16/
,,https://primicia.com.ve/guayana/ciudad/calle-de-los-frenos-llena-de-basura/
,,https://www.panorama.com.ve/ciudad/Beneficiadas-800-familias-con-la-distribucion-de-gas-para-bombonas-en-Maracaibo-20190602-0005.html
,,https://primicia.com.ve/guayana/ciudad/vecinos-de-san-rafael-incomodos-por-la-basura/
,,https://elpitazo.net/occidente/habitantes-de-la-guajira-claman-por-agua-potable/
,,https://elpitazo.net/occidente/habitantes-de-la-guajira-claman-por-agua-potable/
,,https://elpitazo.net/oriente/usuarios-protestaron-para-exigir-venta-de-gas-en-cilindro-en-el-tigre/
,,https://elpitazo.net/oriente/usuarios-protestaron-para-exigir-venta-de-gas-en-cilindro-en-el-tigre/
,,https://primicia.com.ve/guayana/ciudad/reportan-fallas-de-internet-en-paratepuy/
,,https://elpitazo.net/centro/por-falta-de-gas-suspenden-atencion-de-ninos-desnutridos-en-cojedes/
,,https://elpitazo.net/occidente/valeranos-protestan-por-falta-de-agua-desde-hace-25-dias/
,,https://primicia.com.ve/guayana/ciudad/vecinos-de-villa-colombia-no-toleran-la-basura/
,,https://elpitazo.net/guayana/puerto-ordaz-y-ciudad-bolivar-reportan-fallas-en-el-servicio-del-agua/
,,https://elpitazo.net/guayana/puerto-ordaz-y-ciudad-bolivar-reportan-fallas-en-el-servicio-del-agua/
,,https://elpitazo.net/centro/habitantes-de-tinaquillo-y-tinaco-cierran-la-troncal-005-por-falta-de-gas-domestico/
,,https://elpitazo.net/centro/habitantes-de-tinaquillo-y-tinaco-cierran-la-troncal-005-por-falta-de-gas-domestico/
,,https://elpitazo.net/centro/habitantes-de-tinaquillo-y-tinaco-cierran-la-troncal-005-por-falta-de-gas-domestico/
,,https://elpitazo.net/centro/habitantes-de-tinaquillo-y-tinaco-cierran-la-troncal-005-por-falta-de-gas-domestico/
,,https://www.panorama.com.ve/ciudad/Entregaron-500-bombonas-de-gas-recargadas-en-el-barrio-San-Agustin-de-Maracaibo-20190605-0112.html
,,https://primicia.com.ve/guayana/ciudad/calles-de-castillito-inundadas-de-basura/
,,https://elpitazo.net/oriente/venden-gas-domestico-con-sobreprecio-en-sucre/
,,https://elpitazo.net/oriente/venden-gas-domestico-con-sobreprecio-en-sucre/
,,https://elpitazo.net/los-llanos/denunciaron-falta-de-telefonia-fija-e-internet-en-san-carlos-y-tinaquillo/
,,https://elpitazo.net/los-llanos/denunciaron-falta-de-telefonia-fija-e-internet-en-san-carlos-y-tinaquillo/
,,https://elpitazo.net/los-llanos/denunciaron-falta-de-telefonia-fija-e-internet-en-san-carlos-y-tinaquillo/
,,https://elpitazo.net/los-llanos/denunciaron-falta-de-telefonia-fija-e-internet-en-san-carlos-y-tinaquillo/
,,https://elpitazo.net/occidente/seis-horas-electricidad-familias-yaracuy/
,,https://elpitazo.net/occidente/seis-horas-electricidad-familias-yaracuy/
,,http://correodelcaroni.com/index.php/ciudad/2182-estamos-viviendo-con-los-zamuros
,,http://correodelcaroni.com/index.php/ciudad/2182-estamos-viviendo-con-los-zamuros
,,http://cronica.uno/protestas-para-exigir-servicios-publicos-se-multiplican-en-lara/
,,https://diariodelosandes.com/site/san-luis-protesto-por-falta-de-gas-y-agua/
,,https://diariodelosandes.com/site/san-luis-protesto-por-falta-de-gas-y-agua/
,,https://diariodelosandes.com/site/san-luis-protesto-por-falta-de-gas-y-agua/
,,https://elpitazo.net/occidente/la-basura-se-acumula-en-los-poblados-de-la-guajira/
,,https://www.panorama.com.ve/ciudad/Varios-sectores-de-Maracaibo-suman-mas-de-10-horas-sin-servicio-electrico-y-bajones-atormentan-20190609-0035.html
,,http://www.ultimasnoticias.com.ve/noticias/general/falta-de-agua-es-cronica-en-varios-sectores-de-caracas/
,,http://www.ultimasnoticias.com.ve/noticias/general/falta-de-agua-es-cronica-en-varios-sectores-de-caracas/
,,http://www.ultimasnoticias.com.ve/noticias/general/falta-de-agua-es-cronica-en-varios-sectores-de-caracas/
,,http://www.ultimasnoticias.com.ve/noticias/general/falta-de-agua-es-cronica-en-varios-sectores-de-caracas/
,,https://www.panorama.com.ve/ciudad/Varios-sectores-de-Maracaibo-suman-mas-de-10-horas-sin-servicio-electrico-y-bajones-atormentan-20190609-0035.html
,,https://elpitazo.net/guayana/sin-electricidad-por-mas-de-seis-horas-estuvieron-habitantes-de-santa-elena-de-uairen/
,,https://www.elinformador.com.ve/uncategorized/habitantes-del-norte-de-barquisimeto-exigen-gas-domestico-ante-presencia-de-la-gobernadora-de-lara/
,,https://primicia.com.ve/guayana/ciudad/mercado-de-unare-colapsa-en-basura/
,,https://www.elinformador.com.ve/uncategorized/habitantes-del-norte-de-barquisimeto-exigen-gas-domestico-ante-presencia-de-la-gobernadora-de-lara/
,,http://cronica.uno/sin-gas-venezolanos-sufren-mientras-pdvsa-asegura-que-el-producto-sobra/
,,http://cronica.uno/sin-gas-venezolanos-sufren-mientras-pdvsa-asegura-que-el-producto-sobra/
,,https://diariodelosandes.com/site/gas-para-uso-domestico-a-precio-de-especulacion/
,,https://diariodelosandes.com/site/gas-para-uso-domestico-a-precio-de-especulacion/
,,https://www.panorama.com.ve/ciudad/Protestan-en-Haticos-por-falta-de-electricidad-20190610-0046.html
,,https://www.panorama.com.ve/ciudad/Insoportable-Sectores-de-Maracaibo-reportan-casi-30-horas-sin-electricidad-20190610-0024.html
,,https://elpitazo.net/los-llanos/comunidades-barinas-protestaron-gas-domestico/
,,https://elpitazo.net/los-llanos/comunidades-barinas-protestaron-gas-domestico/
,,https://elpitazo.net/los-llanos/comunidades-barinas-protestaron-gas-domestico/
,,https://elpitazo.net/los-llanos/comunidades-barinas-protestaron-gas-domestico/
,,https://elpitazo.net/los-andes/pese-a-la-lluvia-protestan-en-tachira-por-escasez-de-gas/
,,https://elpitazo.net/los-andes/pese-a-la-lluvia-protestan-en-tachira-por-escasez-de-gas/
,,https://elpitazo.net/gran-caracas/villa-panamericana-reclaman-lineas-cantv/
,,https://elpitazo.net/occidente/sectores-de-san-francisco-cumplen-26-horas-sin-electricidad-tras-explosion-de-subestacion/
,,https://www.noticias24.com/venezuela/noticia/355705/sectores-del-municipio-sucre-en-el-estado-miranda-estan-sin-servicio-electrico-tras-averia-detalles/
,,https://twitter.com/laregionweb/status/1138538961830330368
,,http://versionfinal.com.ve/ciudad/alcaldia-de-maracaibo-entrego-bombonas-de-gas-domestico-en-el-barrio-torito-fernandez/?utm_campaign=796059&utm_medium=twitter&utm_source=twitter
,,http://www.caraotadigital.net/carrusel/habitantes-de-vargas-recogen-agua-del-cementerio-de-pariata-video/
,,http://www.eluniversal.com/politica/42871/margarita-ha-perdido-mas-del-40-de-su-caudal-de-agua-potable
,,https://elpitazo.net/los-llanos/vecinos-denunciaron-venta-de-gas-domestico-hasta-por-20-mil-bolivares-en-guarico/
,,https://elpitazo.net/pitazo-en-la-calle/220-familias-de-palo-verde-estan-sin-luz-desde-hace-mas-de-10-dias/
,,https://elpitazo.net/pitazo-en-la-calle/220-familias-de-palo-verde-estan-sin-luz-desde-hace-mas-de-10-dias/
,,http://www.laprensalara.com.ve/nota/1736
,,http://www.laprensalara.com.ve/nota/1736
,,https://diariodelosandes.com/site/consejos-comunales-de-la-floresta-reclaman-surtido-de-gas-domestico/
,,https://diariodelosandes.com/site/carvajalenses-sin-gas-domestico/
,,https://diariodelosandes.com/site/carvajalenses-sin-gas-domestico/
,,https://diariodelosandes.com/site/carvajalenses-sin-gas-domestico/
,,https://www.laprensalara.com.ve/nota/1768/2019/06/la-caldera-se-alzo-por-gas
,,https://elpitazo.net/regiones/al-menos-siete-estados-de-venezuela-se-encuentran-sin-luz/
,,https://elpitazo.net/regiones/al-menos-siete-estados-de-venezuela-se-encuentran-sin-luz/
,,https://elpitazo.net/regiones/al-menos-siete-estados-de-venezuela-se-encuentran-sin-luz/
,,https://elpitazo.net/regiones/al-menos-siete-estados-de-venezuela-se-encuentran-sin-luz/
,,https://elpitazo.net/regiones/al-menos-siete-estados-de-venezuela-se-encuentran-sin-luz/
,,https://elpitazo.net/regiones/al-menos-siete-estados-de-venezuela-se-encuentran-sin-luz/
,,https://elpitazo.net/regiones/al-menos-siete-estados-de-venezuela-se-encuentran-sin-luz/
,,http://www.noticierodigital.com/2019/06/19-700-usuarios-cantv-sin-tono-ni-aba-en-puerto-ordaz/
,,http://www.noticierodigital.com/2019/06/19-700-usuarios-cantv-sin-tono-ni-aba-en-puerto-ordaz/
,,https://www.laprensalara.com.ve/nota/1768/2019/06/la-caldera-se-alzo-por-gas
,,https://www.laprensalara.com.ve/nota/1768/2019/06/la-caldera-se-alzo-por-gas
,,https://www.elinformador.com.ve/lara/comunidad-jose-felix-ribas-sin-agua-desde-hace-tres-meses/
,,http://cronica.uno/en-la-fe-en-dios-viven-450-familias-sin-servicios-basicos/
,,http://cronica.uno/en-la-fe-en-dios-viven-450-familias-sin-servicios-basicos/
,,http://cronica.uno/en-la-fe-en-dios-viven-450-familias-sin-servicios-basicos/
,,https://twitter.com/salaprensaCantv/status/1139153414464659456
,,http://www.laprensalara.com.ve/nota/1816/2019/06/la-sucre-protesta-por-gas
,"En el estado Lara reina la anarquía ante la mirada complaciente de las autoridades regionales. Desde que llegó la gestión “socialista”, la entidad se convirtió en una máquina, controlado por pupilos de la revolución que saben mover sus hilos para controlar las necesidades del ciudadano. A parte de la escasez de agua, gasolina y racionamientos eléctricos improvisados, en la región se ha  intensificado los reclamos por falta de gas doméstico. Tratar de comprar una bombona por caminos regulares y no tener que pagar a revendedores, es una odisea. En Lara, las cocinas pasaron a ser un adorno en las viviendas, mientras que cocinar en leña forma parte de la cotidianidad. En Barquisimeto, los ciudadanos han denunciado que los conductores de las empresas de gas domésticos están vendiendo las bombonas a domicilio entre 8 y 10 dólares. Es decir, los barquisimetanos deben disponer de un salario y medio de su jornada laboral para solamente comprar una bombona de gas. Algunos conductores justifican esta medida porque aseguran, al igual que muchos venezolanos, deben buscar otra entrada para poder paliar la crisis económica que ha sumergido el régimen de Nicolás Maduro al país durante su gestión como “gobernante”. Uno de los choferes, quien pidió no ser mencionado por temor a represalias, informó para la redacción de elimpulso.com que las fallas de distribución del gas doméstico en Lara van desde “la paralización del parque automotor de las unidades, el pago deficiente a los empleados de esta industria, hasta la falta de bombonas para su comercialización”. ",https://www.elimpulso.com/2019/06/13/en-barquisimeto-cobran-entre-8-y-10-dolares-por-una-bombona-de-gas-13jun/
,,https://lanacionweb.com/regional/aumentan-casos-de-quemados-por-fogones-y-uso-de-lamparas-caceras-en-tachira/
,,https://elpitazo.net/centro/habitantes-del-sur-de-valencia-protestaron-por-fallas-de-agua-gas-y-electricidad/
,,https://elpitazo.net/centro/habitantes-del-sur-de-valencia-protestaron-por-fallas-de-agua-gas-y-electricidad/
,,https://elpitazo.net/centro/habitantes-del-sur-de-valencia-protestaron-por-fallas-de-agua-gas-y-electricidad/
,,https://elpitazo.net/centro/habitantes-del-sur-de-valencia-protestaron-por-fallas-de-agua-gas-y-electricidad/
,,https://elpitazo.net/centro/habitantes-del-sur-de-valencia-protestaron-por-fallas-de-agua-gas-y-electricidad/
,,https://elpitazo.net/gran-caracas/vecinos-de-los-chorros-en-caracas-protestan-por-la-falta-de-agua/
,,https://elpitazo.net/gran-caracas/vecinos-de-los-chorros-en-caracas-protestan-por-la-falta-de-agua/
,,https://elpitazo.net/oriente/en-puerto-la-cruz-la-basura-la-acumulan-en-pleno-centro-de-la-ciudad/
,,http://www.el-nacional.com/noticias/sociedad/reportan-falla-electrica-municipio-baruta_285335
,"Ciudadanos del este de la ciudad reportan que desde tempranas horas de este viernes se mantienen sin servicio eléctrico y denunciaron que se ha incrementado el tiempo de racionamiento. A través de las redes sociales detallaron que entre los los sectores afectados se encuentran la urbanización El Parque, El Ujano, La Floresta, Río Lama, con cortes eléctricos que se presentan a cualquier hora y por tiempo indeterminado. Quienes habitan al oeste de la capital larense y en Cabudare no escapan de esta realidad, pues aseguran que transcurren hasta 9 horas del día sin suministro eléctrico. Los barquisimetanos también señalaron que ante la falta de gas se ven obligados a preparar sus alimentos con cocina eléctrica, por lo que ante la ausencia del servicio su calidad de vida se ve aun mas disminuida. Exigieron a las autoridades competentes pronunciarse al respecto, ante esta situación que se viene presentando desde el pasado mes de marzo, cuando el país vivió hasta 5 días sin electricidad. @CorpoelecLara que pasa en la zona de los crepúsculo Barquisimeto estado lara ya llevamos 9 horas sin luz!! Expliquen que pasa!! #Barquisimeto igual. Quitan la luz TODOS los días un promedio de 8 horas #SinLuz #14Jun @CorpoelecLara @CorpoelecLara a uds como que se les olvidó que tienen a varios sectores de Barquisimeto sin luz desde las 8am? Desde las 8am , me quitaron la Luz y son las 2pm no ha llegado ???? #14Jun #Barquisimeto https://t.co/7srAU0ZTpm Gran parte de Barquisimeto sin luz desde las 5:45 am van 8 horas sin servicio eléctrico @CORPOELECinfo buenas tardes, ya van dos días seguidos que nos quitan la luz tooooodo el día y parte de la noche, como quieren que uno trabaje. Barquisimeto, urb. el Piñal en la Av Terepaima.Por favor sean más justos en la administración de las cargas,venezolanos somos todos. @CorpoelecLara desde las 10:20am tienen a la zona centro-oeste de Barquisimeto sin luz. ¿Por qué razón cortan la luz por tanto tiempo? Repórtense. ",https://www.elimpulso.com/2019/06/14/mas-de-8-horas-sin-electricidad-reportan-en-sectores-de-barquisimeto-14jun/
,,https://elpitazo.net/oriente/clap-y-agua-potable-exigieron-vecinos-de-la-comunidad-30-de-junio-en-cumana/
,,https://elpitazo.net/oriente/clap-y-agua-potable-exigieron-vecinos-de-la-comunidad-30-de-junio-en-cumana/
,,http://www.eluniversal.com/politica/42871/margarita-ha-perdido-mas-del-40-de-su-caudal-de-agua-potable
,,https://elpitazo.net/occidente/se-agudiza-escasez-de-gas-domestico-en-yaracuy/
,,https://elpitazo.net/los-llanos/en-guarico-distribuiran-gas-domestico-a-traves-de-los-clap/
,,https://elpitazo.net/guayana/amazonenses-sufren-una-odisea-para-comprar-gas-domestico/
,,https://elpitazo.net/guayana/amazonenses-sufren-una-odisea-para-comprar-gas-domestico/
,,https://elpitazo.net/gran-caracas/hasta-bs-100-mil-cobran-gandolas-de-gas-domestico-por-surtir-en-los-teques/
,,http://www.laprensalara.com.ve/nota/1842
,,https://elpitazo.net/gran-caracas/comerciantes-del-mercado-municipal-de-charallave-cumplen-un-mes-sin-servicio-electrico/
,,http://cronica.uno/maracaibo-sin-gas-domestico-i-una-ciudad-de-lena-y-fogones-en-pleno-siglo-xxi/
,,https://eltiempo.com.ve/2019/06/15/vecinos-de-onoto-cerraron-carretera-nacional-para-exigir-reactivacion-de-la-electricidad/
,,https://diariodelosandes.com/site/mas-de-treinta-horas-sin-electricidad-la-parroquia-valmore-rodriguez/
,,https://diariodelosandes.com/site/mas-de-20-dias-sin-energia-electrica-en-la-aldea-la-popa/
,,https://primicia.com.ve/guayana/ciudad/basura-afecta-ventas-en-mercado-de-chirica/
,,https://primicia.com.ve/guayana/ciudad/villa-colombia-entre-basura-y-aguas-negras/
,,https://evtvmiami.com/sin-luz-amanecen-municipios-del-tachira-este-lunes/
,,https://twitter.com/CORPOELECinfo/status/1140592525708840960
,,https://twitter.com/CORPOELECinfo/status/1140595539853139969
,,https://twitter.com/CORPOELECinfo/status/1140628582152245249
,,https://twitter.com/CORPOELECinfo/status/1140596751788888064
,,http://www.el-nacional.com/noticias/sociedad/habitantes-san-cristobal-protestan-por-falta-gas_285534
,,http://www.el-nacional.com/noticias/sociedad/habitantes-san-cristobal-protestan-por-falta-gas_285535
,,https://twitter.com/CORPOELECinfo/status/1140780818455023616
,,https://www.elinformador.com.ve/2019/06/17/barquisimetanos-exigen-venta-de-gas-en-bolivares-y-no-en-dolares/
,,http://cronica.uno/maracaibo-sin-gas-domestico-ii-lena-por-alimento-el-trueque-de-san-benito-para-sobrevivir/
,,https://elpitazo.net/los-llanos/crisis-de-gas-domestico-se-agudizo-en-el-barrio-mi-jardin-de-barinas/
,,https://elpitazo.net/los-andes/hasta-12-horas-continuas-sin-luz-pasan-los-meridenos/
,,https://elpitazo.net/los-andes/hasta-12-horas-continuas-sin-luz-pasan-los-meridenos/
,,https://primicia.com.ve/guayana/ciudad/villa-colombia-entre-basura-y-aguas-negras/
,,https://twitter.com/CORPOELECinfo/status/1140948913719062528
,,https://twitter.com/CORPOELECinfo/status/1140951446168494080
,,https://twitter.com/CORPOELECinfo/status/1140952235515555840
,,https://twitter.com/CORPOELECinfo/status/1140969558657970176
,,https://twitter.com/CORPOELECinfo/status/1140970280648683520
,,https://twitter.com/CORPOELECinfo/status/1140971284765057029
,,https://twitter.com/CORPOELECinfo/status/1140971650550288390
,,https://twitter.com/BajoLaLupaFM/status/1140963783290052608
,,https://elpitazo.net/oriente/habitantes-de-carupano-viven-entre-falta-de-gasolina-gas-transporte-y-apagones/
,,https://elpitazo.net/oriente/habitantes-de-carupano-viven-entre-falta-de-gasolina-gas-transporte-y-apagones/
,,https://elpitazo.net/oriente/habitantes-de-carupano-viven-entre-falta-de-gasolina-gas-transporte-y-apagones/
,,https://elpitazo.net/oriente/habitantes-de-carupano-viven-entre-falta-de-gasolina-gas-transporte-y-apagones/
,,https://twitter.com/CORPOELECinfo/status/1140954270294007809
,,https://twitter.com/CORPOELECinfo/status/1141042028656103424
,,https://twitter.com/CORPOELECinfo/status/1141043475724558336
,,https://diariodelosandes.com/site/familias-siguen-padeciendo-surtido-de-gas-domestico/
,,https://elpitazo.net/occidente/sur-del-lago-estuvo-41-horas-sin-luz-por-falla-originada-en-tachira/
,,https://twitter.com/CORPOELECinfo/status/1141318007093911554
,,https://twitter.com/CORPOELECinfo/status/1141318007093911554
,,https://twitter.com/CORPOELECinfo/status/1141319130118836224
,,https://twitter.com/CORPOELECinfo/status/1141320178627751936
,,https://twitter.com/CORPOELECinfo/status/1141323433239879684
,,https://twitter.com/CORPOELECinfo/status/1141345567555166209
,,https://twitter.com/CORPOELECinfo/status/1141347008680288261
,,https://elpitazo.net/los-llanos/vecinos-de-valle-de-la-pascua-rechazan-nueva-forma-de-comprar-gas-comunal/
,,https://elpitazo.net/gran-caracas/habitantes-de-las-brisas-de-charallave-protestaron-en-demanda-de-gas/
,,https://elpitazo.net/gran-caracas/habitantes-de-las-brisas-de-charallave-protestaron-en-demanda-de-gas/
,,http://www.laprensalara.com.ve/nota/1977
,,http://www.descifrado.com/2019/06/19/barquisimetanos-gastan-hasta-50-dolares-mensuales-en-cisternas/
,,https://www.laprensalara.com.ve/nota/1987/2019/06/piden-gas-en-el-molino-via-sanare
,,https://diariodelosandes.com/site/despues-de-dos-meses-y-medio-habitantes-de-la-inmaculada-reciben-gas-domestico/
,,http://www.el-nacional.com/noticias/sociedad/protestan-maracaibo-por-luz-agua-aseo_285802
,,http://www.el-nacional.com/noticias/sociedad/protestan-maracaibo-por-luz-agua-aseo_285802
,,http://www.el-nacional.com/noticias/sociedad/protestan-maracaibo-por-luz-agua-aseo_285802
,,https://primicia.com.ve/guayana/ciudad/basura-y-pozos-de-agua-en-los-alacranes/
,,https://elpitazo.net/oriente/falta-de-gas-domestico-provoca-cierre-de-vias-y-reventa-en-carupano/
,,https://elpitazo.net/oriente/falta-de-gas-domestico-provoca-cierre-de-vias-y-reventa-en-carupano/
,,https://twitter.com/CORPOELECinfo/status/1141683577370886144
,,https://twitter.com/CORPOELECinfo/status/1141684130624811009
,,http://www.laprensalara.com.ve/nota/2025/2019/06/aumentan-ventas-de-gas-clandestino-en-lara
,,https://twitter.com/CORPOELECinfo/status/1142107464189562880
,,https://twitter.com/CORPOELECinfo/status/1141866815863304193
,,https://twitter.com/CORPOELECinfo/status/1141867412268167168
,,https://twitter.com/CORPOELECinfo/status/1141871236781420547
,,https://twitter.com/CORPOELECinfo/status/1141898646788726784
,,https://twitter.com/CORPOELECinfo/status/1141899959190597633
,,https://twitter.com/CORPOELECinfo/status/1141901064188387328
,,https://twitter.com/CORPOELECinfo/status/1141902049350733825
,,https://twitter.com/CORPOELECinfo/status/1142045626823270401
,,https://twitter.com/CORPOELECinfo/status/1142046880878223361
,,https://twitter.com/CORPOELECinfo/status/1142080414653321217
,,https://twitter.com/CORPOELECinfo/status/1142083407205273602
,,https://twitter.com/CORPOELECinfo/status/1142109731852627968
,,https://twitter.com/CORPOELECinfo/status/1142183120160075783
,,https://twitter.com/CORPOELECinfo/status/1142186455831384065
,,https://twitter.com/CORPOELECinfo/status/1142190115177058304
,,https://twitter.com/CORPOELECinfo/status/1142243779228917760
,,https://twitter.com/CORPOELECinfo/status/1142243779228917760
,,https://twitter.com/CORPOELECinfo/status/1142418118091911169
,,https://twitter.com/CORPOELECinfo/status/1142420542034722816
,,https://twitter.com/CORPOELECinfo/status/1142426397220249600
,,https://twitter.com/CORPOELECinfo/status/1142426948305641473
,,https://twitter.com/CORPOELECinfo/status/1142498524690563072
,,https://twitter.com/CORPOELECinfo/status/1142535712472018951
,,https://twitter.com/CORPOELECinfo/status/1142536138982383616
,,https://elpitazo.net/los-llanos/mil-dolares-por-cisterna-de-gas-piden-autoridades-en-sabaneta-de-barinas/
,,https://www.panorama.com.ve/ciudad/Cocinan-con-lena-15-anos-o-mas-suman-algunos-sectores-de-Maracaibo-sin-servicio-de-gas-domestico-20190621-0084.html
,,https://www.panorama.com.ve/ciudad/Cocinan-con-lena-15-anos-o-mas-suman-algunos-sectores-de-Maracaibo-sin-servicio-de-gas-domestico-20190621-0084.html
,,https://www.panorama.com.ve/ciudad/Cocinan-con-lena-15-anos-o-mas-suman-algunos-sectores-de-Maracaibo-sin-servicio-de-gas-domestico-20190621-0084.html
,,https://twitter.com/CORPOELECinfo/status/1142810030175064065
,,https://twitter.com/CORPOELECinfo/status/1142811612455297024
,,https://twitter.com/CORPOELECinfo/status/1142924926380322821
,,https://twitter.com/CORPOELECinfo/status/1143253270678446080
,,https://diariodelosandes.com/site/bocono-reporto-fallas-en-internet-y-lineas-movilnet-y-digitel/
,,https://diariodelosandes.com/site/bocono-reporto-fallas-en-internet-y-lineas-movilnet-y-digitel/
,,https://primicia.com.ve/guayana/ciudad/curagua-llena-de-basura/
,,https://evtvmiami.com/protestan-en-lara-por-la-falta-de-servicios-basicos/
,,https://evtvmiami.com/protestan-en-lara-por-la-falta-de-servicios-basicos/
,,https://evtvmiami.com/protestan-en-lara-por-la-falta-de-servicios-basicos/
,,https://elpitazo.net/oriente/denuncian-falla-en-distribucion-de-gas-domestico-en-guanape/
,,https://elpitazo.net/oriente/denuncian-falla-en-distribucion-de-gas-domestico-en-guanape/
,,https://primicia.com.ve/guayana/ciudad/villa-brasil-entre-aguas-servidas-y-basura/
,,https://elpitazo.net/occidente/habitantes-de-santa-rita-en-zulia-protestaron-por-fallas-en-servicios-publicos/
,,https://elpitazo.net/occidente/habitantes-de-santa-rita-en-zulia-protestaron-por-fallas-en-servicios-publicos/
,,https://elpitazo.net/occidente/habitantes-de-santa-rita-en-zulia-protestaron-por-fallas-en-servicios-publicos/
