,label,url,title,date,author,categories,content,last_scraped
59,"['ALTO COSTO SERVICIO', 'PROTESTA FALTA DEL SERVICIO']",https://elpitazo.net/los-llanos/en-guanare-cierran-vias-para-exigir-bombonas-de-gas-domestico/,En Guanare cierran vías para exigir bombonas de gas doméstico,"28 junio, 2019 10:45 am",Bianile Rivas,"etiquetas, Gas doméstico, Guanare, Portuguesa","- Guanare. Los vecinos de Los Próceres, populoso sector del este de Guanare, en Portuguesa, volvieron a trancar la redoma Las Garzas en protesta por la escasez de gas doméstico por bombonas, servicio que no reciben en forma regular desde hace seis meses. Los manifestantes ataron los cilindros vacíos con mecates y los extendieron a lo ancho de la avenida Simón Bolívar, en un intento por llamar la atención de la estatal Pdv Gas Comunal. La compañía no recarga los cilindros a tiempo ni garantiza transparencia en su adquisición a los precios establecidos, destacó Ernesto Hidalgo, de la urbanización 23 de Enero. LEE TAMBIÉN:   VECINOS DEL BARRIO ANDRÉS BELLO EN ACARIGUA SOBREVIVEN SIN GAS NI AGUA   «Tenemos que pagar a los camiones hasta 20 dólares o 120.000 bolívares en efectivo, más dos o tres productos no regulados de la cesta básica para lograr alguna bombona», recalcó el usuario.  Lo propio hicieron el jueves 27 de junio los vecinos de los barrios Colombia Norte, Sucre y Cementerio, al oeste de la ciudad.  Los manifestantes llegaron hasta la Alcaldía y cerraron la zona con bombonas para reclamar el servicio al alcalde Oscar Novoa, quien por algunos minutos fue retenido en las instalaciones de la Fundación Niño Simón, que visitaba.  «Lo acorralamos para que ofreciera respuestas, porque aquí nadie nos atiende, dijo Luis Colmenarez. Las protestas contra la falta de gas en Portuguesa superan los 10 eventos diarios y ocurren en medio del silencio de las autoridades, que sólo envían piquetes policiales ante las demandas de las comunidades.  Afectados afirman que el gobernador Rafael Calles no se le ve la cara.  «Debe responder, porque ya no hay leña para fogones. Está mojada y cuando se consigue la venden a precios especulativos: tres astillas por 10.0000 bolívares, informó Julio Colmenarez, del barrio Maturín, sector que se ha unido también a las protestas contra la escasez de gas doméstico.  ",
60,['FALTA DE SERVICIO'],https://elpitazo.net/los-llanos/vecinos-del-barrio-andres-bello-en-acarigua-sobreviven-sin-gas-ni-agua/,Vecinos del barrio Andrés Bello en Acarigua sobreviven sin gas ni agua,"28 junio, 2019 9:36 am",Bianile Rivas,"etiquetas, Barrio de Acarigua, Escasez de gas, Fallas en servicios públicos, Portuguesa, Vecinos","- Guanare.- Los vecinos del barrio Andrés Bello, en Acarigua, se reunieron para informarse y para comunicar lo que acontece en su comunidad, pero fundamentalmente, para buscar alternativas de desarrollo comunitario que potencien sus capacidades creadoras. En una residencia del sector,  los participantes apreciaron contenidos digitales producidos por el medio digital El Pitazo y promovidos por la Organización No Gubernamental (ONG) Creando, como parte de un programa de divulgación off line que lleva las noticias a sitios donde no hay servicios de Internet. Durante el encuentro, los vecinos tuvieron la.oportunidad de narrar sus experiencias. Entre estas,  manifestaron que tienen muchos problemas con el suministro de gas doméstico por bombonas. «Tardan hasta tres meses en atender los requerimientos «, dijeron. LEE TAMBIÉN:   EL GAS DOMÉSTICO EN ACARIGUA-ARAURE CUESTA ENTRE 10 Y 20 DÓLARES  Otro de los problemas que angustia en el barrio Andres Bello es la distribución de los alimentos subsidiados. «La bolsa Clap llega cada 3 o 4 meses, pese a que Nicolás Maduro lo promete para cada 15 días. Por eso hay tanta desnutrición», reveló María Meléndez. Durante los últimos meses, en el barrio Andrés Bello también se viene  presentando escasez de agua por tuberías. «Duramos hasta una semana sin agua y nadie nos oye el reclamo. Hemos ido a los organismos competentes a exigir el servicio y no nos dan respuesta. Hidrosportuguesa y la Alcaldía de Páez están sordos», denuncian. Aracelis Manriquez denunció que la deficiencia del servicio eléctrico tiene a la comunidad en vilo. Manifiesta que tienen problemas con el alumbrado  en la avenida 27 con calle 37. «La calle se encuentra totalmente oscura y se presta  para el robo;  y los niños no pueden jugar afuera  de las casas . Ya vamos para un año presentado esta calamidad», contó Manriquez. ",
61,['FALTA DE SERVICIO'],https://elpitazo.net/occidente/apagon-deja-sin-electricidad-a-paraguana-este-30jun/,Apagón deja sin electricidad a Paraguaná este #30Jun,"30 junio, 2019 1:50 pm",Irene Revilla,"etiquetas, apagón, Falcón, Paraguaná, Sin electricidad, Sin luz","- Punto Fijo.– Desde las 5:00 am de este domingo 30 de junio, los municipios Falcón, Carirubana y Los Taques, de la Península de Paraguaná , en el estado Falcón, quedaron sin el servicio eléctrico debido a un apagón que se generó luego de la salida de las turbinas 1 y 2 de la planta termoeléctrica Josefa Camejo, ubicada en Los Taques.  Aunque trabajaron con puntos inalámbricos, numerosos comercios que abrieron temprano debieron bajar sus santamarías antes del mediodía, debido a fallas en la señal. En otros establecimientos se presentaron colas de personas para cancelar. LEE TAMBIÉN:  FALLA DE TRANSMISIÓN Y DE COMBUSTIBLE AGRAVA APAGONES EN TÁCHIRA Y SUR DEL LAGO   Trabajadores de la Corporación Eléctrica Nacional (Corpoelec) en Falcón indicaron que hubo una falla en las líneas de transmisión que dejó fuera de servicio la termoeléctrica. La suspensión del servicio, después de la falla, fue general. Pocas zonas quedaron con electricidad debido a la generación que lograron Genevapca y Pdvsa mediante sus propias plantas, en la espera de la sincronización de ambas turbinas.   El equipo de Cotpoelec Falcón afirma que trabaja para recuperar el servicio eléctrico en la zona. A las 3:00 de la tarde de este domingo algunas zonas como Ciudad Federación y el centro de Punto Fijo habían recuperado el suministro. ",
62,['PROTESTA FALTA DEL SERVICIO'],https://elpitazo.net/oriente/persiste-escasez-gas-carupano-aumento-precio/,Persiste escasez de gas doméstico en Carúpano pese al aumento de precio,"1 julio, 2019 6:15 pm",Yesenia Garcia,"etiquetas, Escasez de gas","- Carúpano.- Desde el lunes 24 de junio los precios del gas doméstico en el estado Sucre fueron ajustados en los llenaderos, aumentando considerablemente con respecto al precio que mantenían. Una bombona pequeña paso de costar Bs. 50 a Bs. 3.500. A pesar del aumento, la falta de gas doméstico se ha agudizado en todo el estado Sucre, originando cierres de vías. La semana pasada las comunidades Playa de Sal, Playa Grande y Guaca mantuvieron la carretera nacional cerrada en la troncal nueve por la carencia del recurso.  También las comunidades Puerto Santo y La Guerilla, en el municipio Arismendi, cerraron  el acceso a Río Caribe por falta de gas. La situación se repitió en los municipios Ribero y Andrés Eloy Blanco, donde las comunidades exigen la venta de los cilindros, ya que sostienen que los camiones no se trasladan hasta las comunidades, pero tampoco hay en las plantas de llenado. LEE TAMBIÉN:  EN MARGARITA VUELVEN LAS PROTESTAS POR LA ESCASEZ DE GAS DOMÉSTICO  La situación ha generado que las comunidades pernocten en las dos plantas de llenado ubicadas en Carúpano, municipio Bermúdez, generándose un ambiente de intolerancia en las instalaciones y originando la reventa de los cilindros. Los lugareños han manifestado que el nuevo precio de la bombona golpea nuevamente el bolsillo del pueblo. Miguel Urbano, usuario, manifiesta: “el bolsillo del pueblo no aguanta la inflación y ahora hay que buscar más efectivo, que está escaso, para comprar el gas doméstico. El pueblo vive padeciendo desde todos lados”, aclaró. Hilaria Taipe, ama de casa, también señaló que la falta de gas doméstico en el hogar se vuelve un calvario. “Desde la semana pasada en mi casa no tengo gas y hemos tenido que comer pan, pero ya el dinero se acabó. Hoy en la mañana compramos leña y decidimos cocinar en el fondo a pesar de la lluvia. Estamos en un país que va en retroceso”, aclaró. El descontento por la falta del gas doméstico se ha manifestado en los habitantes, que este 1° de julio volvieron a cerrar la carretera nacional Carúpano-Cumaná a la altura de los Bloques de Playa Grande, exigiendo la venta de gas doméstico, porque tienen un mes sin poder comprar los cilindros. Hasta pasadas horas de la tarde el cierre se mantenía. Los actuales precios de las bombonas de gas en Sucre son exhibidos en unos carteles en el portón de las plantas de llenado. Estos indican que los precios son los siguientes: de 10 kg, Bs. 3.500; 18 Kg, Bs. 7.000; 27 Kg, Bs. 10.000 y de 43 Kg, Bs. 18.000. A pesar del considerable aumento, las bombonas de gas doméstico se mantienen desparecidas y siguen siendo revendidas. ",
63,['PROTESTA FALTA DEL SERVICIO'],https://elpitazo.net/occidente/protestan-en-cabimas-por-falla-de-servicios-publicos/,Protestan en Cabimas por falla de servicios públicos,"2 julio, 2019 7:28 pm",Mayreth Casanova,"etiquetas, Cabimas, Fallas de servicios","- Cabimas.-  Un grupo de habitantes de Cabimas, en el estado Zulia, cerraron la avenida Independencia para protestar por la falla de agua, gas y racionamiento eléctrico que hay en la zona, desde hace más de 50 días.   A las 4:30 de la tarde de este martes, 2 de julio, los vecinos protestaron para exigir al alcalde de Cabimas, Pedro Duarte, planes de contingencia ante la falla de servicios públicos.  
Después
de más de 40 días sin agua, este martes 2 de junio, los vecinos
disfrutaron
de tres horas de
suministro de agua por tubería, sin embargo, por
el racionamiento eléctrico que
sufren en la zona no les
fue posible encender sus bombas para poder llenar sus tanques.
 
«Esto
es inhumano. No
tenemos agua ni gas,
cocinamos en leña y solo hay promesas, no vemos soluciones para las
12 horas diarias que estamos sin luz», dijo
Luis
Molero,
vecino del sector Las Tierritas.
  En la barriada, la mayoría de sus habitantes, son pescadores, quienes también denuncian que un derrame de petróleo que afecta las costas del Lago de Maracaibo, les impide trabajar porque daña sus embarcaciones.  LEE TAMBIÉN:  DETENIDOS DE POLIFALCÓN PUNTO FIJO LEVANTAN HUELGA DE HAMBRE   
Ignacio
Leal, pescador, aseguró que aunque han solicitado a Pdvsa
Occidente
el saneamiento de sus costas, no han recibido respuesta. «Lo que
pescamos está manchado de crudo y no lo podemos vender, porque lo
limpiamos con gasolina», explicó.
 
A
los manifestantes los retiraron funcionarios adscritos a la Policía
Municipal de Cabimas, después que los amenazaron con una detención
por cerrar la vía principal.
 
Los
vecinos también denunciaron que en el sector, al no tener sus vías
asfaltadas, tampoco
reciben camiones de agua
por parte del plan de contingencia a sectores críticos.
 ",
64,"['PROTESTA ALTO COSTO SERVICIO', 'PROTESTA FALTA DEL SERVICIO']",https://elpitazo.net/centro/habitantes-de-las-palmeras-en-naguanagua-protestaron-por-dos-meses-sin-gas/,Habitantes de Las Palmeras en Naguanagua protestaron por dos meses sin gas,"2 julio, 2019 11:03 am",Ruth Lara Castillo,"etiquetas, Carabobo, Escasez de gas doméstico, Municipio Naguanagua","- Valencia.- Vecinos del sector Las Palmeras en el municipio Naguanagua del estado Carabobo, protestaron en las adyascencias de la zona para manifestar su descontento por las constantes fallas en el suministro de gas en la urbanización, donde aseguraron tienen cerca de dos meses sin el servicio. Con pancartas, pitos y gritando consignas se concentraron para exigir un suministro constante de gas y precios acordes al salario mínimo nacional, pues señalaron que la mayoría de los habitantes del sector son pensionados y no poseen las condiciones de pagar el servicio con los precios fijados recientemente por el gobernado Rafael Lacava, quien asuminió la competencia del gas en materia de distribución y comercialización.  «Aquí no tenemos poder adquisitivo, nuestro ingreso son 40.000 bolívares, el costo de gas a granel es de 700 bolívares el litro, tenemos ocho bombonas que tienen 500 galones de gas, lo que representa 1800 litros, lo que es igual a 1.340 bolívares por edificio, 25.000 bolívares por apartamento, y eso es más de la mitad del salario mínimo. No estamos en capacidad de pagar el servicio porque no alcanzaría para hacer mercado, ni pagar otros servicios. Estamos utilizando cocinas eléctricas, áreas verdes para hacer fogones y así nos auxiliamos», indicó la señora María Méndez, representante del condominio.  Los vecinos indicaron que,  las constantes fallas en el suministro de energía, generan dificultades para el uso de las cocinas eléctricas, mientras que, consideraron arriesgado el uso de cilindros dentro de los edificios. LEE TAMBIÉN:   PERSISTE ESCASEZ DE GAS DOMÉSTICO EN CARÚPANO PESE AL AUMENTO DE PRECIO  «Nos está obligando a comprar los cilindros y eso es una bomba de tiempo, es grave, eso es un peligro. Antes pagábamos 100 bolívares por apartamento, no pedimos que lo regalen, pero esto nos está afectando. Aquí las personas tienen que salir a casa de sus familiares, nos organizamos para buscar leña y así vamos resolviendo», dijo habitante de Naguanagua. Las tarifas fijadas desde la Gobernación de Carabobo son: la bombona de 10 kilogramos tienen un valor de 6.000 bolívares, la de 18 kilogramos 15.000 bolívares y la de 43 kilogramos 25.000 bolívares. El señor Freddy Rojas, habitante del edificio 4 de Las Palmeras, denunció que se están violando los derechos humanos, el derecho a la alimentación, los derechos de las personas con discapacidad, que son bastante. »Son 480 familias afectadas y de aquí han emigrado unas 500 personas, lo que también nos golpea en la economía, no pedimos precios solidarios, pedimos precios justos, que se respete la Constitución y estamos dispuestos a luchar, no queremos regalías», aseveró Rojas. Los habitantes pidieron al Gobernador reconsiderar las tarifas del servicio de gas y ajustarlas a la realidad económica, que dijeron, tienen los venezolanos. ",
65,['PROTESTA FALTA DEL SERVICIO'],https://elpitazo.net/los-andes/protestan-por-gas-en-el-sitio-donde-hirieron-en-los-ojos-a-joven-tachirense/,Protestan por gas en el sitio donde hirieron en los ojos a joven tachirense,"2 julio, 2019 11:39 am",Lorena Bornacelly,"etiquetas, Protestas, Rufo Chacón, Táchira","- San Cristóbal.- Vecinos del municipio Cárdenas salieron a protestar, por segundo día consecutivo, debido a la escasez de gas que viven desde hace tres meses, a la manifestación sumaron el rechazo ante lo sucedido con el joven de 16 años, Rufo Chacón, donde perdió la vista producto de disparos de perdigones en medio de la represión, por parte de funcionarios de la Policía del Táchira. LEE TAMBIÉN:   ADRIANA PARADAS: SOLO QUIERO JUSTICIA PARA MI HIJO   Con bombonas y piedras atravesadas de punta a punta en la autopista, las personas esperan tener finalmente la venta de gas que han solicitado al menos en tres oportunidades, ante las autoridades de Pdvsa Gas. Pese a que el lunes 1 de julio hubo represión en el sitio, salieron desde muy temprano a reclamar el hidrocarburo.  “Si creían que por lo de ayer nos iban a intimidar, se equivocan. Le quitaron la vista a un niño de 16 años, golpearon a quienes estaban aquí sin importar que eran abuelos o adultos, y pudieron causar más desgracias a familias, que tan solo esperaban que cumplieran con la venta de gas que tanto nos han prometido desde hace meses”, dijo una de las manifestantes.  Bajo la lluvia, con paraguas y bolsas para cubrirse realizaron la manifestación.  De igual manera, en Rubio, municipio Junín, también las comunidades salieron a protestar por gas, debido a que hay quienes llevan hasta ocho meses sin el despacho del mismo. La entrada al pueblo fue cerrada con cilindros de gas.  ",
66,['PROTESTA FALTA DEL SERVICIO'],https://elpitazo.net/gran-caracas/habitantes-de-prados-del-este-y-cumbres-de-curumo-tienen-un-ano-sin-telefonia-fija-ni-internet/,Prados del Este y Cumbres de Curumo claman por telefonía fija e Internet,"2 julio, 2019 4:58 pm",María Jesús Vallejo,,"- Caracas.- Este martes 2 de julio, residentes de las urbanizaciones Prados del Este y Cumbres de Curumo, del municipio Baruta, protestaron frente a la sede de la Compañía Anónima Nacional Teléfonos de Venezuela (Cantv), ubicada en la redoma de Prados del Este, para exigirle a la compañía que repare la avería que tiene a las familias sin Internet ni telefonía fija desde hace más o menos un año.  Marianela Rodríguez aseguró que la falla tiene entre nueve y 15 meses, y a finales de 2018, los técnicos de la estatal prometieron trabajar para restituir los servicios de telecomunicaciones, pero a la fecha, siguen a la espera.  Aunque admite que en algunas calles de Cumbre de Curumo, sector en el que vive, sí ha habido algunas reparaciones, lo atribuye al hecho de que ahí viven algunos funcionarios del gobierno de Nicolás Maduro. LEE TAMBIÉN:  EN BARUTA RECLAMAN A CANTV RESTITUCIÓN DE SERVICIOS DE INTERNET Y TELEFONÍA FIJA   Incluso algunos denunciaron cobro en dólares por parte de los trabajadores de Cantv.  Erasmo Rodríguez contó que en Prados del Este, hace cerca de cinco meses, varias familias pagaron 15 dólares para unas reparaciones de los cables en la zona, y aunque sí hubo algún trabajo, Erasmo asegura que empeoró la falla.   Kiomara Escovino, presidenta de la Asociación de Vecinos de Prados del Este, afirmó que la respuesta de la compañía siempre es que están trabajando: “Es que no pueden decir nada más, porque la empresa no tiene capacidad de acción”.  Opinó que si el Estado no invierte en tecnología, la sociedad va retrocediendo. Además, insistió: “Exigimos un plan de trabajo que muestre el cronograma y la inversión”.  Respaldó su demanda en los artículos 51, 132, 141 y 143 de la Constitución, que establecen el derecho a la información pública.  Para muchos, las tarifas de los servicios básicos deben ser revisadas y sinceradas.  Iñaki Alberdi aseguró tener un año sin Internet y un poco más sin teléfono fijo, pero sigue pagando mensualmente. “El problema no es el costo, sino el funcionamiento”, dijo.  Además, refirió que la falta de Cantv en el sector genera gastos extras por el pago de datos móviles o servicio de Internet satelital de telefónicas privadas.  ",
67,['DENUNCIA FALTA DEL SERVICIO'],https://elpitazo.net/guayana/ciudad-guayana-celebra-su-aniversario-58-con-fallas-en-servicios-basicos/,Ciudad Guayana celebra su aniversario 58 con fallas en servicios básicos,"2 julio, 2019 7:06 pm",Gladylis Flores,"etiquetas, Bolivar, Ciudad Guayana, Fallas en servicios públicos, Servicios básicos","- Ciudad Guayana.- Durante el aniversario 58 de Ciudad Guayana gran parte de la ciudad amaneció sin luz, así como con fallas en el servicio del agua potable. Las fallas en los servicios públicos son uno de los problemas que más aquejan a sus ciudadanos. Agua, luz, basura, internet, asfaltado y gasolina son algunas de las fallas en servicios que denuncian los guayacitanos durante el aniversario de la capital del municipio Caroní, en el estado Bolívar, ciudad que fue importante gracias al desarrollo del parque industrial. Ciudad Guayana es la unión entre Puerto Ordaz y San Félix, un proyecto de ciudad planificada que fue ejemplo por muchos años por su orden, limpieza y urbanismo en general, pero desde hace unos años la decadencia de los servicios se ha ido acentuando. El agua potable es una de las fallas más grandes, pues hay sectores de la ciudad que pasan días sin el servicio a través de tubería y deben recurrir a los camiones cisterna para poder tener agua en su día a día. LEE TAMBIÉN:   ZAMUROS INVADEN CALLES QUE BORDEAN EL MERCADO LOS BOQUETICOS EN PUERTO LA CRUZ Aunque el estado Bolívar es uno de los excluidos del Plan de Racionamiento Eléctrico anunciado por la Corporación Eléctrica Nacional (Corpoelec), los cortes eléctricos ocurren sin ningún tipo de horario o aviso previo. “La luz en mi casa se va unas dos veces a la semana; en las últimas dos semanas se ha ido casi todos los días cerca de mediodía por un par de horas, pero no hay ningún aviso para poder planificarnos y cuando se llama a Corpoelec, nadie responde”, explicó Adrián Vásquez, vecino de la parroquia Cachamay. Anteriormente era normal ver zamuros en las afueras de la ciudad o en los basureros; ahora son parte de la cotidianidad en las principales avenidas de Ciudad Guayana. Esto se debe a los grandes basureros que se han desarrollado en la ciudad por la falta de recolección de los desechos por parte de la municipalidad, cosa que sucede a pesar de que en 2017 fue creada Supraguayana, empresa dedicada a la recolección de basura. En enero de 2018 iniciaron un plan piloto con 31 rutas, pero los guayacitanos no han visto solución para la basura que adorna a la ciudad y las calles de Puerto Ordaz y San Félix.  ",
68,['PROTESTA FALTA DEL SERVICIO'],https://elpitazo.net/los-llanos/habitantes-del-sector-12-de-febrero-protestaron-tras-meses-sin-adquirir-gas-domestico/,Habitantes del sector 12 de Febrero protestaron tras meses sin adquirir gas doméstico,"3 julio, 2019 3:39 pm",María Eugenia Díaz,"etiquetas, Apure, Gas doméstico, Protesta, San Fernando de Apure","- Apure.- Vecinos del sector 12 de Febrero protestaron para exigir a las autoridades del municipio San Fernando normalizar el suministro de gas doméstico porque desde hace más de cuatro meses no han podido adquirir cilindros. Manifestantes trancaron el tráfico con bombonas de gas doméstico para exigir a las autoridades el expendio en operativo especial. Ante ello, Daniel Tirado, dirigente político y afectado, aseguró que si las familias consiguen leña pueden cocinar, de lo contrario deben hacer malabares para alimentarse. LEE TAMBIÉN:   PROTESTAN POR GAS EN EL SITIO DONDE HIRIERON EN LOS OJOS A JOVEN TACHIRENSE En el lugar de la protesta hicieron acto de presencia funcionarios de la GN y policía estadal para controlar el orden público. Representantes del Concejo Municipal de San Fernando se comprometieron a solventar este problema mañana jueves 4 de julio. De lo contrario, moradores del sector 12 de Febrero seguirán en la calle hasta que sus peticiones sean escuchadas. ",
69,['PROTESTA ALTO COSTO SERVICIO'],https://elpitazo.net/regiones/comunidades-de-carupano-rechazan-aumento-del-precio-del-gas-domestico/,Comunidades de Carúpano rechazan aumento del precio del gas doméstico,"3 julio, 2019 5:53 pm",Yesenia Garcia,"etiquetas, Gas doméstico, Protestas en Venezuela, Protestas por gas doméstico","- Carúpano.- Los habitantes de 24 comunidades de Carúpano, en el estado Sucre, declararon en emergencia la distribución y comercialización del gas doméstico y rechazaron el aumento del precio de la bombona. Desde el 24 de junio los precios del gas doméstico en la entidad fueron ajustados en los llenaderos. Una bombona pequeña pasó a de costar Bs 50 a Bs 3.500. El cilindro de 18 kilos cuesta Bs 7.000; el de 27 kilos 10.000 y la bombona de 43, tiene un valor de 18.000 bolívares.   El descontento fue dado a conocer en la sesión de Cámara municipal de Bermúdez donde los voceros del Bloque Comunal expusieron a los concejales que no saben el origen del aumento de precio. “La especulación tomó el protagonismo en la venta de los cilindros y afecta a  las familias. Pareciera no tener legalidad el aumento del gas y la transferencia del gas comunal que es una empresa social decretada por el presidente eterno Hugo Chávez Frías es retroceder hacia instancias superadas”, denunció José Lugo, uno de los voceros. “La distribuidora hace un manejo del gas, como si fuera una mercancía cualquiera y es de uso público. Este aumento nunca fue consultado. Nosotros nos declaramos en emergencia”, detalló. El vocero propuso al gobierno regional y a los entes encargados del despacho, que se realice una convocatoria con carácter de urgencia.  “El dinero ahora alcanza menos y este aumento no viene a mejorar la distribución. Queremos discutir el tema con las autoridades y expresar nuestras opiniones. Si se va a instalar una  empresa de comercialización del gas sería un retroceso porque le colocaría un dique al poder comunal. Está situación esta destrozando el presupuesto familiar, un ejemplo es que una familia integrada por cuatro personas si tiene que sancochar maíz y verduras gasta tres bombonas mensual  y si sumamos transporte, agua y electricidad, todo lo que gana se le va en servicios”, enfatizó. Finalmente el bloque comunal destacó que el aumento del gas doméstico les parece una decisión neoliberal “Aquí está la representación de veinticuatro comunas  constituidas y activas y nos mantendremos en lucha para que se normalice la situación del gas en Carúpano”, finalizó. El martes 2 de julio habitantes de distintas comunidades tomaron el llenadero de 9 de abril y cerraron la carretera nacional en la troncal diez denunciando abusos en el llenadero. Manifestantes declararon que existe  reventa de los cilindros hasta en 100 dólares y que utilizan preferencias para vender las bombonas. Los dos llenaderos de gas ubicados en Carúpano se mantienen colapsados de personas que amanecen para poder adquirir un cilindro. ",
70,['PROTESTA FALTA DEL SERVICIO'],https://elpitazo.net/centro/habitantes-de-los-olivos-en-maracay-protestan-por-falta-de-agua/,Habitantes de Los Olivos en Maracay protestan por falta de agua,"4 julio, 2019 10:03 am",Alfredo Morales,"etiquetas, Aragua, Maracay, Protestas, Sin agua, Sin servicios","- Maracay. Vecinos de Los Olivos, en Maracay, Aragua, cerraron la avenida Las Delicias por problemas con el suministro de agua. Explicaron los manifestantes que tienen más de una semana sin el servicio en la comunidad, porque les quitaron el acceso a un pozo que los abastecía desde hace 54 años.  Gladys Arias, habitante del sector, expresó que desde hace 12 días no reciben ni una gota de agua «y la que llega es muy sucia». LEE TAMBIÉN:   UPEL ARAGUA ANUNCIA PARO DE ACTIVIDADES   Denunciaron que la bomba no está dañada, sino que la están utilizando para abastecer a las nuevas edificaciones que tienen mayor poder adquisitivo. Por lo pronto, hay más de 8.000 personas y 400 comercios afectados por la escasez de agua.  Los vecinos de Los Olivos exigieron a Hidrocentro y a la alcaldía de Girardot que aclare la situación del pozo y solucione el suministro de agua en la comunidad.  «De lo contrario cerraremos de nuevo la avenida Las Delicias», anunció la señora Arias, quien aclaró que la mayoría son personas de la tercera edad que no cuentan con recursos para pagar camiones cisternas. ",
71,['FALTA DE SERVICIO'],https://elpitazo.net/los-andes/dos-municipios-sin-agua-por-fallas-en-el-sistema-electrico-en-trujillo/,Dos municipios sin agua por fallas en el sistema eléctrico en Trujillo,"4 julio, 2019 12:15 pm",María Danieri,"etiquetas, Crisis de agua, Crisis eléctrica, Trujillo","- Valera.- Los habitantes de dos municipios del estado Trujillo tienen más de seis meses con irregularidades en el servicio de agua. Esta situación se ha intensificado en los últimos 15 días debido a problemas eléctricos. La Hidrológica de los Andes (Hidroandes) ha mantenido desde mediados de febrero un cronograma de distribución por tuberías, en el cual ha dividido a la población por bloques. No obstante, las comunidades reportan incumplimientos en el servicio, tanto por tuberías como por asistencia de camiones a los poblados retirados. Este jueves 4 de julio, la empresa detalló en su cuenta de Twitter, que la causa del problema es el servicio eléctrico, que afecta el sistema de bombeo en los municipios Valera y San Rafael de Carvajal.  LEE TAMBIÉN:   PERSISTE EMERGENCIA EN EL SERVICIO DE AGUA POTABLE EN TRUJILLO POR LA FALLA ELÉCTRICA   «A pesar de mantener direccionado el servicio de agua potable según cronograma, el agua no logra llegar a las comunidades debido a continúas interrupciones eléctricas que han afectado la operatividad de nuestros sistemas», escribió Hidroandes. En el caso de Carvajal, la empresa dijo trabajar para
solventar una avería en los equipos de las bombas. Planta a media máquina Las comunidades aseguran que el problema del agua amerita
una solución definitiva, que pasa por la reingeniería de la planta de
tratamiento, cuyo sistema tiene más de 50 años.  Orlando Hernández, habitante del sector El Milagro de
Valera, manifestó a Hidroandes que las zonas altas de la comunidad (cerros La
Concepción, La Cruz, Calle 8 y Calle de Valera) tienen 15 días sin agua. «Buen día amigos de Hidroandes, les agradecemos enviar el agua para la zona alta del Milagro, comprendida por el Cerro La Concepción, Cerro La Cruz, Calle 8 parte alta, final de la calle Valera. Tenemos más de 15 días sin agua. Hay personas mayores, discapacitados» escribió. Ruth Díaz, de la zona sur de Valera, también reclamó a través de la red social. «Señores de Hidroandes y Ministerio de Aguas, ¿hasta cuándo el Sur de Valera sin agua? También en mi casa «cada gota cuenta». Más de 3 meses padeciendo, auxilio Alcaldía de Valera. Hay niños y adultos mayores» expresó. ",
72,['FALTA DE SERVICIO'],https://elpitazo.net/occidente/apagon-en-crp-paraguana-mantiene-gran-parte-de-la-peninsula-sin-luz/,Apagón en CRP Paraguaná mantiene gran parte de la península sin luz,"7 julio, 2019 12:10 pm",Irene Revilla,"etiquetas, apagón, Falcón, Paraguaná, Refinería Amuay","- Punto Fijo.- Una falla en la planta termoeléctrica Genevapca, ubicada en el Centro Refinador de Paraguaná (CRP), generó un apagón en la península del estado Falcón. Las refinerías Amuay y Cardón quedaron sin energía eléctrica desde la 11:50 de la noche de este sábado 6 de julio, cuando se registró un corte eléctrico al fallar un turbo generador que arrastró toda la carga que se genera en esa instalación.  De la planta Genevapca se alimentan varios circuitos de Paraguaná que permanecen a oscuras, como: Judibana, Comunidad Cardón, Santa Irene, Banco Obrero, Casacoima, La Puerta, Los Rosales, Punta Cardón y parte del Centro de Punto Fijo. Fuentes de Corpoelec confirmaron que, motivado a la falla de Genevapca,  se dispararon las unidades de la planta termoeléctrica Josefa Camejo y quedaron sin tensión las subestaciones Judibana, Punto Fijo I, II, IV, Los Taques y Pueblo Nuevo, para una carga afectada de 120 megavatios. Ello implica que los circuitos que se alimentan de esas subestaciones están sin servicio eléctrico. LEE TAMBIÉN:    FALLA ELÉCTRICA EN REFINERÍAS AMUAY Y CARDÓN DEJÓ SIN LUZ A PARAGUANÁ   Trabajadores de la estatal eléctrica informaron a El Pitazo sobre la explosión e incendio de un equipo en la subestación Judibana, ubicada en el municipio Los Taques, cuyo evento ocurrió a las 6.00 de la mañana de este domingo. Esta situación afecta los circuitos El Taparon, Amuay, Jadavaquiva, la Universidad Bolivariana de Venezuela, Salida 10 y La Pastora. Personal de Corpoelec trabaja para recuperar la carga, mientras las refinerías están tomadas por la Guardia Nacional y el Servicio Bolivariano de Inteligencia (Sebin) que controlan  el ingreso a las instalaciones tras el apagón que afecta a los habitantes de Paraguaná y las operaciones de sus refinerías desde la noche de este sábado 6 de julio. Ni las autoridades regionales ni de Corpoelec se pronuncian en torno a este caso. ",
